createdAt,status,seqNumber,slot,completedAt,pax,grossTotal,nettTotal,type
2023-08-16 18:48:57.313 UTC,COMPLETED,1451,02,2023-08-16 19:05:10.08 UTC,2,30.9,34.0,Dine In
2023-08-16 04:16:24.826 UTC,COMPLETED,1396,02,2023-08-16 04:43:00.135 UTC,1,34.3,37.7,Dine In
2023-08-16 11:34:24.762 UTC,COMPLETED,1429,03,2023-08-16 12:17:55.235 UTC,2,40.0,44.0,Dine In
2023-08-16 01:09:42.676 UTC,COMPLETED,1382,03,2023-08-16 01:30:02.13 UTC,2,33.5,36.9,Dine In
2023-08-16 00:41:02.269 UTC,COMPLETED,1381,03,2023-08-16 01:01:50.006 UTC,3,13.7,15.1,Dine In
2023-08-16 01:42:59.367 UTC,VOIDED,1383,03,2023-08-16 01:44:20.409 UTC,1,0.0,0.0,Dine In
2023-08-16 07:56:11.676 UTC,COMPLETED,1414,03,2023-08-16 07:57:13.939 UTC,3,5.9,6.5,Dine In
2023-08-16 08:31:07.665 UTC,COMPLETED,1416,03,2023-08-16 09:19:06.074 UTC,1,21.9,23.6,Dine In
2023-08-16 15:06:09.621 UTC,COMPLETED,1438,03,2023-08-16 15:39:06.439 UTC,3,29.8,32.8,Dine In
2023-08-16 02:31:25.959 UTC,COMPLETED,1391,03,2023-08-16 02:49:34.685 UTC,1,15.9,17.5,Dine In
2023-08-16 05:19:22.573 UTC,COMPLETED,1405,05,2023-08-16 05:45:01.301 UTC,2,57.3,63.0,Dine In
2023-08-16 11:06:52.653 UTC,COMPLETED,1426,05,2023-08-16 11:51:37.134 UTC,2,25.9,28.5,Dine In
2023-08-16 04:23:47.75 UTC,COMPLETED,1398,05,2023-08-16 04:23:58.237 UTC,1,15.4,15.4,Dine In
2023-08-16 02:27:40.909 UTC,COMPLETED,1390,05,2023-08-16 02:42:13.906 UTC,1,18.6,20.5,Dine In
2023-08-16 01:44:43.469 UTC,COMPLETED,1384,05,2023-08-16 01:44:54.66 UTC,1,27.4,27.4,Dine In
2023-08-16 18:03:18.756 UTC,COMPLETED,1447,05,2023-08-16 18:46:44.916 UTC,2,59.6,65.6,Dine In
2023-08-16 12:36:59.766 UTC,COMPLETED,1435,05,2023-08-16 13:49:08.334 UTC,2,29.9,32.9,Dine In
2023-08-16 06:44:31.237 UTC,COMPLETED,1411,06,2023-08-16 07:05:39.201 UTC,1,25.9,28.5,Dine In
2023-08-16 15:30:36.806 UTC,COMPLETED,1441,06,2023-08-16 15:41:31.579 UTC,1,15.9,17.5,Dine In
2023-08-16 01:55:01.445 UTC,COMPLETED,1387,06,2023-08-16 02:30:06.247 UTC,1,52.2,51.8,Dine In
2023-08-16 23:50:07.892 UTC,COMPLETED,1455,06,2023-08-17 01:31:20.233 UTC,5,81.1,89.2,Dine In
2023-08-16 10:39:49.231 UTC,COMPLETED,1421,06,2023-08-16 11:33:59.665 UTC,2,46.7,51.4,Dine In
2023-08-16 04:31:13.379 UTC,COMPLETED,1399,07,2023-08-16 05:05:41.307 UTC,7,124.5,137.0,Dine In
2023-08-16 13:41:03.299 UTC,COMPLETED,1436,07,2023-08-16 15:03:31.344 UTC,4,65.5,72.1,Dine In
2023-08-16 10:47:54.428 UTC,COMPLETED,1424,08,2023-08-16 11:20:34.331 UTC,3,56.7,62.4,Dine In
2023-08-16 11:28:53.107 UTC,COMPLETED,1428,08,2023-08-16 11:50:05.913 UTC,1,22.9,25.2,Dine In
2023-08-16 05:18:52.196 UTC,COMPLETED,1404,08,2023-08-16 05:39:57.666 UTC,1,45.2,49.7,Dine In
2023-08-16 05:54:21.81 UTC,COMPLETED,1408,08,2023-08-16 06:12:17.119 UTC,1,17.0,18.7,Dine In
2023-08-16 00:05:51.794 UTC,COMPLETED,1380,08,2023-08-16 00:43:39.86 UTC,1,28.7,31.1,Dine In
2023-08-16 15:47:08.279 UTC,COMPLETED,1443,08,2023-08-16 15:50:02.466 UTC,2,33.4,36.7,Dine In
2023-08-16 11:02:49.949 UTC,COMPLETED,1425,09,2023-08-16 12:24:36.695 UTC,9,24.3,26.7,Dine In
2023-08-16 05:56:14.659 UTC,COMPLETED,1409,10,2023-08-16 06:33:34.103 UTC,4,66.7,73.4,Dine In
2023-08-16 05:09:07.821 UTC,COMPLETED,1403,10,2023-08-16 05:27:51.891 UTC,10,43.0,47.3,Dine In
2023-08-16 10:44:47.459 UTC,COMPLETED,1423,11,2023-08-16 11:13:29.472 UTC,2,33.8,37.2,Dine In
2023-08-16 00:02:04.545 UTC,COMPLETED,1379,15,2023-08-16 00:28:19.788 UTC,1,43.7,48.1,Dine In
2023-08-16 10:04:46.597 UTC,COMPLETED,1419,15,2023-08-16 10:34:22.608 UTC,2,23.0,25.3,Dine In
2023-08-16 18:14:48.319 UTC,COMPLETED,1448,15,2023-08-16 19:08:55.924 UTC,2,33.7,37.1,Dine In
2023-08-16 04:50:29.172 UTC,COMPLETED,1402,15,2023-08-16 04:50:29.086 UTC,2,15.0,16.5,Dine In
2023-08-16 01:57:37.946 UTC,COMPLETED,1388,15,2023-08-16 02:36:18.788 UTC,1,19.4,21.3,Dine In
2023-08-16 04:19:08.012 UTC,COMPLETED,1397,15,2023-08-16 04:36:42.737 UTC,2,50.1,55.1,Dine In
2023-08-16 23:25:23.694 UTC,COMPLETED,1453,15,2023-08-17 00:38:49.245 UTC,1,14.8,16.3,Dine In
2023-08-16 16:00:10.578 UTC,COMPLETED,1445,15,2023-08-16 16:27:00.697 UTC,1,25.0,27.5,Dine In
2023-08-16 15:12:45.11 UTC,COMPLETED,1439,15,2023-08-16 15:28:53.519 UTC,15,19.2,21.1,Dine In
2023-08-16 01:49:26.08 UTC,COMPLETED,1385,16,2023-08-16 02:12:04.97 UTC,1,21.4,22.9,Dine In
2023-08-16 03:15:57.464 UTC,COMPLETED,1394,16,2023-08-16 03:31:31.234 UTC,1,20.9,23.0,Dine In
2023-08-16 18:31:00.529 UTC,COMPLETED,1450,16,2023-08-16 18:58:25.802 UTC,2,33.5,36.9,Dine In
2023-08-16 12:10:50.294 UTC,COMPLETED,1433,16,2023-08-16 13:18:23.828 UTC,1,38.7,42.6,Dine In
2023-08-16 04:44:00.193 UTC,COMPLETED,1400,16,2023-08-16 04:49:14.55 UTC,1,4.2,4.2,Dine In
2023-08-16 05:49:09.366 UTC,COMPLETED,1407,16,2023-08-16 09:04:38.996 UTC,2,54.5,60.0,Dine In
2023-08-16 15:54:30.466 UTC,COMPLETED,1444,16,2023-08-16 16:20:39.419 UTC,2,15.9,17.5,Dine In
2023-08-16 08:46:04.591 UTC,COMPLETED,1417,17,2023-08-16 09:20:56.263 UTC,2,15.8,17.4,Dine In
2023-08-16 18:21:14.332 UTC,COMPLETED,1449,17,2023-08-16 19:08:31.366 UTC,2,22.9,25.2,Dine In
2023-08-16 10:15:04.222 UTC,COMPLETED,1420,17,2023-08-16 10:48:17.543 UTC,2,38.8,42.7,Dine In
2023-08-16 04:46:23.625 UTC,COMPLETED,1401,17,2023-08-16 05:38:59.878 UTC,3,62.2,68.4,Dine In
2023-08-16 01:52:37.548 UTC,COMPLETED,1386,17,2023-08-16 02:15:28.974 UTC,3,72.4,78.1,Dine In
2023-08-16 17:46:10.24 UTC,COMPLETED,1446,17,2023-08-16 18:05:52.366 UTC,3,49.7,54.7,Dine In
2023-08-16 07:22:51.401 UTC,COMPLETED,1413,17,2023-08-16 07:54:25.002 UTC,1,19.2,21.1,Dine In
2023-08-16 03:34:54.044 UTC,COMPLETED,1395,17,2023-08-16 03:55:59.897 UTC,2,35.3,38.8,Dine In
2023-08-16 13:53:46.393 UTC,COMPLETED,1437,17,2023-08-16 14:30:32.678 UTC,3,75.7,83.3,Dine In
2023-08-16 23:40:44.385 UTC,COMPLETED,1454,17,2023-08-17 00:51:24.37 UTC,1,19.2,21.1,Dine In
2023-08-16 12:03:55.523 UTC,COMPLETED,1432,17,2023-08-16 12:56:26.719 UTC,1,43.9,48.3,Dine In
2023-08-16 12:18:06.587 UTC,COMPLETED,1434,29,2023-08-16 12:18:31.679 UTC,1,4.5,0.0,Dine In
2023-08-16 11:48:06.226 UTC,COMPLETED,1430,29,2023-08-16 11:49:25.739 UTC,1,15.4,15.4,Dine In
2023-08-16 11:57:04.912 UTC,COMPLETED,1431,29,2023-08-16 11:58:00.929 UTC,1,26.3,0.0,Dine In
2023-08-16 03:10:56.357 UTC,VOIDED,1392,TA01,2023-08-16 03:19:51.162 UTC,0,0.0,0.0,Takeaway
2023-08-16 05:25:22.645 UTC,COMPLETED,1406,TA02,2023-08-16 05:26:34.157 UTC,0,10.5,10.5,Takeaway
2023-08-16 09:49:03.128 UTC,COMPLETED,1418,TA03,2023-08-16 09:50:34.346 UTC,0,15.9,15.9,Takeaway
2023-08-16 10:41:01.2 UTC,COMPLETED,1422,TA04,2023-08-16 10:43:09.503 UTC,0,26.8,26.8,Takeaway
2023-08-16 15:29:03.404 UTC,COMPLETED,1440,TA07,2023-08-16 15:35:09.542 UTC,0,9.4,9.4,Takeaway
2023-08-16 15:35:49.496 UTC,COMPLETED,1442,TA08,2023-08-16 15:38:02.21 UTC,0,44.8,44.8,Takeaway
2023-08-16 23:03:22.25 UTC,COMPLETED,1452,TA09,2023-08-16 23:04:54.492 UTC,0,17.4,17.4,Takeaway
2023-08-18 05:22:07.184 UTC,COMPLETED,1567,10,2023-08-18 05:40:31.897 UTC,2,33.3,36.6,Dine In
2023-08-18 11:09:50.364 UTC,COMPLETED,1583,11,2023-08-18 11:35:40.266 UTC,2,29.8,32.8,Dine In
2023-08-18 05:33:14.179 UTC,COMPLETED,1568,07,2023-08-18 06:18:19.031 UTC,5,63.5,66.4,Dine In
2023-08-18 09:16:34.54 UTC,COMPLETED,1578,17,2023-08-18 09:16:34.483 UTC,1,1.5,1.5,Dine In
2023-08-18 01:49:44.53 UTC,COMPLETED,1542,06,2023-08-18 02:32:29.051 UTC,1,46.4,51.0,Dine In
2023-08-18 11:17:23.088 UTC,COMPLETED,1584,03,2023-08-18 11:51:34.503 UTC,3,19.8,20.7,Dine In
2023-08-18 15:58:30.786 UTC,COMPLETED,1621,03,2023-08-18 17:00:54.483 UTC,1,48.7,53.6,Dine In
2023-08-18 23:32:15.127 UTC,COMPLETED,1633,02,2023-08-18 23:53:44.021 UTC,1,40.4,44.4,Dine In
2023-08-18 04:25:20.122 UTC,COMPLETED,1556,17,2023-08-18 05:30:16.596 UTC,4,34.6,38.1,Dine In
2023-08-18 14:54:22.592 UTC,COMPLETED,1602,08,2023-08-18 15:29:33.589 UTC,3,40.3,44.3,Dine In
2023-08-18 12:08:02.024 UTC,COMPLETED,1587,02,2023-08-18 12:32:34.658 UTC,1,34.8,36.4,Dine In
2023-08-18 15:46:50.829 UTC,COMPLETED,1619,16,2023-08-18 16:58:53.336 UTC,2,55.7,58.2,Dine In
2023-08-18 03:25:11.228 UTC,COMPLETED,1548,08,2023-08-18 05:37:07.389 UTC,2,36.9,38.6,Dine In
2023-08-18 15:43:08.151 UTC,COMPLETED,1617,07,2023-08-18 16:38:12.707 UTC,2,35.3,38.8,Dine In
2023-08-18 03:07:07.678 UTC,COMPLETED,1546,02,2023-08-18 03:23:27.787 UTC,1,15.9,17.5,Dine In
2023-08-18 17:35:06.17 UTC,COMPLETED,1630,05,2023-08-18 18:26:11.818 UTC,2,31.8,33.2,Dine In
2023-08-18 15:03:20.574 UTC,COMPLETED,1603,16,2023-08-18 15:36:57.402 UTC,1,20.4,22.4,Dine In
2023-08-18 13:38:39.318 UTC,COMPLETED,1594,12,2023-08-18 13:38:39.233 UTC,1,36.8,40.5,Dine In
2023-08-18 12:31:14.573 UTC,COMPLETED,1588,05,2023-08-18 12:54:45.151 UTC,1,32.3,33.8,Dine In
2023-08-18 11:55:54.847 UTC,COMPLETED,1586,17,2023-08-18 12:22:14.053 UTC,3,58.2,60.8,Dine In
2023-08-18 16:22:40.61 UTC,VOIDED,1626,05,2023-08-18 17:25:32.087 UTC,1,0.0,0.0,Dine In
2023-08-18 01:24:00.806 UTC,COMPLETED,1539,02,2023-08-18 01:41:52.673 UTC,2,34.3,37.7,Dine In
